481,2614.508018,C
481,2614.519383,C
481,2614.535699,C
481,2614.551157,C
481,2614.567150,C
481,2614.583107,C
481,2614.599051,C
481,2614.617591,C
481,2614.631032,C
481,2614.647661,C
481,2614.663933,C
481,2614.680394,C
481,2614.696873,C
481,2614.713650,C
481,2614.729777,C
481,2614.745038,C
481,2614.760674,C
481,2614.775433,C
481,2614.791338,C
481,2614.807629,C
481,2614.824920,C
481,2614.841047,C
482,2614.856917,C
483,2614.873715,C
485,2614.888945,C
487,2614.905564,C
489,2614.921469,C
491,2614.936978,C
493,2614.952472,C
495,2614.968305,C
496,2614.985282,C
497,2615.001854,C
497,2615.017126,C
497,2615.031335,C
497,2615.047169,C
497,2615.064711,C
497,2615.079181,C
497,2615.095366,C
497,2615.111406,C
497,2615.127240,C
497,2615.143242,C
497,2615.182280,C
497,2615.194086,C
497,2615.210781,C
497,2615.226297,C
497,2615.242517,C
497,2615.258254,C
497,2615.274653,C
497,2615.290202,C
497,2615.306777,C
497,2615.322302,C
497,2615.339035,C
497,2615.354085,C
497,2615.370453,C
497,2615.388283,C
497,2615.402249,C
497,2615.418117,C
497,2615.434659,C
497,2615.450224,C
497,2615.466095,C
497,2615.482207,C
497,2615.498185,C
497,2615.514099,C
497,2615.530201,C
497,2615.546398,C
497,2615.562316,C
497,2615.578218,C
497,2615.594266,C
497,2615.610309,C
497,2615.626343,C
497,2615.642432,C
497,2615.658225,C
497,2615.674546,C
497,2615.690314,C
497,2615.706472,C
497,2615.722262,C
497,2615.738504,C
497,2615.754025,C
497,2615.770385,C
497,2615.786228,C
497,2615.802498,C
497,2615.818092,C
497,2615.834329,C
497,2615.850349,C
497,2615.866500,C
497,2615.882189,C
497,2615.898424,C
497,2615.914297,C
497,2615.930497,C
497,2615.946262,C
497,2615.963978,C
497,2615.978173,C
497,2615.995717,C
497,2616.011459,C
497,2616.026296,C
497,2616.042312,C
497,2616.058490,C
497,2616.074359,C
497,2616.090262,C
497,2616.106500,C
497,2616.122315,C
497,2616.138599,C
497,2616.154126,C
497,2616.170223,C
497,2616.186156,C
497,2616.202554,C
497,2616.218200,C
497,2616.234493,C
497,2616.250125,C
497,2616.266248,C
497,2616.282195,C
497,2616.298541,C
497,2616.314196,C
497,2616.330440,C
497,2616.346291,C
497,2616.362476,C
497,2616.378237,C
497,2616.394552,C
497,2616.410259,C
497,2616.426461,C
497,2616.442277,C
497,2616.458362,C
497,2616.474331,C
497,2616.490209,C
497,2616.506478,C
497,2616.522545,C
497,2616.562148,C
497,2616.574478,C
497,2616.590227,C
