A,227.845222394
A,227.86215302
A,248.561159117
A,248.57603492
A,259.245567129
A,259.261249828
A,280.617011829
A,280.633273211
A,374.880621065
A,444.670682933
A,454.520984878
A,512.006103188
A,573.234912058
A,601.72256969
A,631.453790947
A,641.312565147
A,681.149693226
A,700.350233269
A,747.104109494
A,766.674413129
A,863.832930288
A,873.263071004
A,882.809633848
A,940.200210705
A,1093.28983622
A,1093.30387343
A,1143.66435183
A,1143.68033369
A,1153.30889653
A,1153.32739084
A,1183.40867904
A,1183.42705682
A,1292.61145895
A,1321.99500799
A,1361.51739958
A,1371.31656914
A,1432.71826625
A,1451.81211249
A,1461.57754608
A,1511.04077828
A,1546.36006212
A,1623.48993705
A,1651.84425913
A,1661.51120976
A,1769.40206177
A,1778.86902265
A,1788.3189213
A,1807.47278394
A,1878.49684894
A,1951.8847126
A,1961.31610426
A,1988.87317516
A,2032.43003506
A,2050.95715633
A,2096.52768818
A,2123.52665669
B,290.598475561
B,290.614570916
B,330.742716731
B,330.759391674
B,340.27002184
B,340.285470893
B,349.868074785
B,349.884172554
B,395.024554026
B,405.730880446
B,483.070101232
B,502.86001458
B,563.139654269
B,582.934600076
B,592.428396517
B,650.985086463
B,756.572357854
B,776.44053135
B,785.839637214
B,805.185431499
B,837.35708962
B,846.412080195
B,892.504933294
B,958.915742922
B,1051.03395634
B,1051.0487609
B,1062.14898142
B,1062.16673343
B,1173.4552203
B,1173.46983498
B,1203.58791769
B,1203.60399524
B,1221.37801126
B,1232.75378174
B,1252.46722472
B,1273.29521885
B,1383.53151497
B,1490.42169231
B,1520.7571512
B,1530.22104752
B,1555.98142026
B,1594.52701833
B,1604.1918758
B,1633.09349668
B,1702.62244487
B,1721.12414152
B,1835.3638056
B,1844.37938416
B,1887.89586304
B,1896.84219344
B,1933.56486003
B,1970.87035239
B,2023.00455249
B,2069.77637754
B,2078.98374948
B,2105.75563884
C,192.245481096
C,192.261658257
C,216.591266024
C,216.607384018
C,300.278718385
C,300.294625675
C,310.848841502
C,310.865394188
C,425.444277846
C,435.159778368
C,464.33939104
C,473.753269468
C,525.651930226
C,534.751278642
C,543.992848421
C,670.287031858
C,709.879198658
C,718.993085086
C,738.039774262
C,814.348403943
C,854.883700431
C,901.79702659
C,930.233580212
C,949.729208998
C,1071.21577145
C,1071.22987054
C,1103.13735916
C,1103.15187604
C,1133.57325591
C,1133.59075526
C,1163.28626088
C,1163.30245465
C,1242.38027527
C,1283.00438374
C,1302.41519548
C,1312.81325537
C,1413.0985068
C,1423.01491474
C,1442.44155287
C,1471.40584539
C,1565.64997593
C,1613.97189479
C,1671.19031906
C,1682.01661306
C,1711.83572831
C,1797.76835447
C,1817.01218011
C,1826.38067465
C,1905.71528831
C,1914.78906057
C,1942.88354406
C,1979.71146393
C,2087.81439553
C,2114.73189201
C,2132.7759833
C,2150.90772981
D,205.620055574
D,205.63585238
D,238.024346944
D,238.040879707
D,268.932016681
D,268.946847808
D,320.224033604
D,320.240214387
D,364.831534446
D,384.60431552
D,415.319586621
D,492.707573441
D,553.249211292
D,611.433396374
D,621.448881047
D,660.434422125
D,690.702713652
D,728.077594828
D,795.014157053
D,823.725340848
D,910.920769343
D,920.624289589
D,967.914256217
D,977.615752431
D,1083.08330347
D,1083.0971656
D,1113.85610719
D,1113.87281896
D,1123.88162478
D,1123.89611691
D,1193.302608
D,1193.31957364
D,1263.17833003
D,1331.83115711
D,1341.63351652
D,1351.59695565
D,1393.52050249
D,1403.30961468
D,1480.61211793
D,1501.10006717
D,1575.02215507
D,1584.84792261
D,1642.18827571
D,1691.1693455
D,1730.75352998
D,1740.57010923
D,1750.13336966
D,1759.78658917
D,1859.2523942
D,1869.05815839
D,1923.76195937
D,1998.3306957
D,2013.50763925
D,2041.64454047
D,2060.24730982
D,2141.62384614
