A,231.666930801
A,231.681859949
A,243.030759975
A,243.046777355
A,284.934393069
A,284.950250459
A,295.484582732
A,295.500129501
A,372.625490761
A,401.672601679
A,422.217294641
A,432.100277295
A,541.26444269
A,550.935715549
A,578.730908554
A,588.723167771
A,668.907926854
A,725.096611419
A,734.835913695
A,791.758162944
A,824.770549163
A,898.163158969
A,917.00874751
A,963.176159487
A,1092.5054964
A,1092.5204503
A,1112.10051064
A,1112.11564264
A,1121.68406086
A,1121.69888134
A,1163.83236917
A,1163.84609085
A,1281.70579682
A,1291.4058817
A,1310.74070988
A,1349.87319612
A,1373.56909048
A,1392.52460218
A,1430.57501432
A,1487.18590557
A,1537.03157834
A,1565.54818617
A,1593.69194473
A,1661.45722088
A,1720.41620738
A,1730.25310938
A,1767.2729315
A,1804.8550714
A,1873.26770467
A,1901.46947609
A,1938.47840441
A,1976.07233193
A,1996.61492601
A,2005.78321431
A,2033.33039828
A,2051.134017
B,178.251099552
B,178.266796349
B,274.176971209
B,274.190981775
B,305.872193917
B,305.888187752
B,315.196031411
B,315.212941111
B,353.127945847
B,363.004246065
B,461.156929635
B,470.703069447
B,513.006990341
B,532.172280493
B,637.605326931
B,646.892918616
B,678.421733056
B,744.23456628
B,763.201241339
B,801.364662932
B,843.138226844
B,852.2031588
B,869.94803898
B,954.243500948
B,1065.33795734
B,1065.35458087
B,1074.92461951
B,1074.93996494
B,1084.01460736
B,1084.02979158
B,1144.97990349
B,1144.99726629
B,1213.46716891
B,1232.77496156
B,1262.35413229
B,1301.00642434
B,1383.22541276
B,1450.08140425
B,1468.86663443
B,1516.34593478
B,1574.96910026
B,1612.49535849
B,1623.0347244
B,1671.11446747
B,1683.26497549
B,1702.02846669
B,1758.31473318
B,1823.14675097
B,1835.4714995
B,1882.65075162
B,1891.66770932
B,1919.82145214
B,1987.57293567
B,2069.78716575
B,2078.81582775
B,2087.77011598
C,200.523527839
C,200.539795467
C,212.827199088
C,212.843046215
C,222.513447282
C,222.529122043
C,264.217741103
C,264.235928607
C,382.399266885
C,412.497026607
C,451.855269426
C,479.876371459
C,522.375664485
C,560.655163712
C,569.830410352
C,628.479487212
C,687.40944253
C,715.858389526
C,782.750897904
C,810.618862661
C,834.2049048
C,861.012906638
C,926.381878122
C,935.410389185
C,1131.24239732
C,1131.2595132
C,1154.31599045
C,1154.33071826
C,1193.82778199
C,1193.84494224
C,1203.06994416
C,1203.08589815
C,1242.31511685
C,1253.15364773
C,1330.42944003
C,1340.52365432
C,1402.19693611
C,1411.70971506
C,1459.71876262
C,1477.99468442
C,1527.84350264
C,1547.11682989
C,1556.60451008
C,1603.15740176
C,1710.93386178
C,1749.34722164
C,1795.89123812
C,1814.28154106
C,1854.72794905
C,1910.86889119
C,1948.27002482
C,1957.26177871
C,2015.27590248
C,2042.37644994
C,2105.8774778
C,2123.90546814
D,189.286143325
D,189.302138669
D,253.104589771
D,253.120224686
D,325.899064634
D,325.915088957
D,336.499376946
D,336.516363622
D,391.939382633
D,441.880080502
D,490.813522689
D,500.869019481
D,598.496886239
D,608.261875308
D,618.515205961
D,656.827682378
D,696.679455878
D,706.365347265
D,753.388818353
D,772.341757846
D,879.028378846
D,888.572159867
D,907.594459709
D,944.646552947
D,1054.74311758
D,1054.75813366
D,1102.12230546
D,1102.13826035
D,1174.06279323
D,1174.07770547
D,1183.98105149
D,1183.99580767
D,1222.51268748
D,1271.85342351
D,1320.58147096
D,1359.64047666
D,1420.83649388
D,1440.20816738
D,1496.74827347
D,1506.60584826
D,1584.08288582
D,1632.3941128
D,1642.05442637
D,1651.69712387
D,1692.38047263
D,1739.7053899
D,1776.7100616
D,1786.27934075
D,1845.28611435
D,1863.81327244
D,1928.97261883
D,1966.66114702
D,2024.04154147
D,2060.29714337
D,2096.64206146
D,2114.65609346
