17,829.823750,B
17,829.835234,B
17,829.850971,B
17,829.866527,B
17,829.882930,B
17,829.898599,B
17,829.915195,B
17,829.930422,B
17,829.947166,B
17,829.962672,B
17,829.979004,B
17,829.994497,B
17,830.010804,B
17,830.026608,B
17,830.042588,B
17,830.058747,B
17,830.074783,B
17,830.090602,B
17,830.106553,B
17,830.122781,B
17,830.138523,B
17,830.155372,B
17,830.170626,B
17,830.187208,B
17,830.202591,B
17,830.219119,B
17,830.234477,B
17,830.251172,B
17,830.266587,B
17,830.282967,B
17,830.298706,B
17,830.315251,B
17,830.330657,B
17,830.346821,B
17,830.362522,B
17,830.378841,B
17,830.394525,B
17,830.411106,B
17,830.426631,B
17,830.442976,B
17,830.458555,B
17,830.474928,B
17,830.490808,B
17,830.506678,B
17,830.523065,B
17,830.538631,B
17,830.556249,B
17,830.570706,B
17,830.588619,B
17,830.604341,B
17,830.620627,B
18,830.636288,B
20,830.652722,B
23,830.668833,B
27,830.685459,B
32,830.700146,B
37,830.714977,B
42,830.730565,B
47,830.747009,B
52,830.764544,B
57,830.780812,B
62,830.796039,B
67,830.810904,B
72,830.826590,B
77,830.842879,B
82,830.858722,B
87,830.875014,B
92,830.890686,B
97,830.906945,B
102,830.922582,B
107,830.939028,B
112,830.954639,B
117,830.970936,B
122,830.986547,B
127,831.002439,B
132,831.018625,B
137,831.034636,B
142,831.050483,B
147,831.066666,B
152,831.082533,B
157,831.098468,B
162,831.114508,B
167,831.130567,B
172,831.147206,B
177,831.162679,B
182,831.179281,B
187,831.194927,B
192,831.211432,B
197,831.226681,B
202,831.243331,B
207,831.258902,B
212,831.275119,B
217,831.290645,B
222,831.306956,B
227,831.322790,B
232,831.338947,B
237,831.354766,B
242,831.371017,B
247,831.386770,B
252,831.402693,B
257,831.418624,B
262,831.434923,B
267,831.450446,B
272,831.466939,B
277,831.482503,B
282,831.498591,B
287,831.514452,B
292,831.530810,B
297,831.546526,B
302,831.562770,B
307,831.578700,B
312,831.594675,B
317,831.610614,B
322,831.626676,B
327,831.642897,B
332,831.658719,B
337,831.675169,B
342,831.690637,B
347,831.707005,B
352,831.722699,B
357,831.738946,B
362,831.754653,B
367,831.771313,B
372,831.786748,B
377,831.803062,B
382,831.818584,B
387,831.835093,B
392,831.850658,B
397,831.867026,B
402,831.882545,B
407,831.898863,B
412,831.914480,B
417,831.930772,B
422,831.946721,B
427,831.962979,B
432,831.978622,B
437,831.994642,B
442,832.010680,B
447,832.026818,B
452,832.042673,B
457,832.060411,B
462,832.075950,B
467,832.092331,B
472,832.106642,B
477,832.122719,B
482,832.139028,B
487,832.156313,B
492,832.173448,B
497,832.189012,B
501,832.205611,B
504,832.220337,B
506,832.237274,B
507,832.252937,B
507,832.266797,B
507,832.282743,B
507,832.299119,B
507,832.314669,B
507,832.331116,B
507,832.346690,B
507,832.362924,B
507,832.378610,B
507,832.394926,B
507,832.410926,B
507,832.426992,B
507,832.442628,B
507,832.458997,B
507,832.474914,B
507,832.490774,B
507,832.506634,B
507,832.522671,B
507,832.538744,B
507,832.554942,B
507,832.570829,B
507,832.586600,B
507,832.602602,B
507,832.618521,B
507,832.635245,B
507,832.650573,B
507,832.667079,B
507,832.682446,B
507,832.699044,B
507,832.714828,B
507,832.731122,B
507,832.746618,B
507,832.763038,B
507,832.778724,B
507,832.794976,B
507,832.810783,B
507,832.827026,B
507,832.842788,B
507,832.859020,B
507,832.874864,B
507,832.891142,B
507,832.906748,B
507,832.922857,B
507,832.938720,B
507,832.955044,B
507,832.970761,B
507,832.986491,B
507,833.002572,B
507,833.018597,B
507,833.034633,B
507,833.050523,B
507,833.066697,B
507,833.082620,B
507,833.098591,B
507,833.114774,B
507,833.130875,B
507,833.146613,B
507,833.162985,B
507,833.178896,B
507,833.195174,B
507,833.210839,B
507,833.227423,B
507,833.265872,B
507,833.278067,B
507,833.294588,B
507,833.311159,B
507,833.327414,B
507,833.342495,B
507,833.359080,B
507,833.374511,B
507,833.390007,B
507,833.405850,B
507,833.421730,B
507,833.437710,B
507,833.453613,B
507,833.469595,B
507,833.485544,B
507,833.501721,B
507,833.517764,B
507,833.535372,B
507,833.549677,B
507,833.566584,B
507,833.581631,B
507,833.598024,B
507,833.613767,B
507,833.629990,B
507,833.645687,B
507,833.662087,B
507,833.677908,B
507,833.694326,B
507,833.709834,B
507,833.726276,B
507,833.741798,B
507,833.758293,B
507,833.773964,B
507,833.790232,B
507,833.805890,B
507,833.822297,B
507,833.837834,B
507,833.853963,B
507,833.869764,B
507,833.885604,B
507,833.901734,B
507,833.917629,B
507,833.933508,B
507,833.949670,B
507,833.965788,B
507,833.981621,B
507,833.997603,B
507,834.013749,B
507,834.029937,B
507,834.045723,B
507,834.062093,B
507,834.077842,B
507,834.094040,B
507,834.109790,B
507,834.126064,B
507,834.141823,B
507,834.158066,B
507,834.174089,B
507,834.190048,B
507,834.205725,B
507,834.222492,B
507,834.237797,B
507,834.270560,B
507,834.291712,B
507,834.306831,B
507,834.324310,B
507,834.340524,B
507,834.356238,B
507,834.372608,B
507,834.388191,B
507,834.404405,B
507,834.420139,B
507,834.435820,B
507,834.450624,B
507,834.467251,B
507,834.482798,B
507,834.499093,B
507,834.514621,B
507,834.531058,B
507,834.546796,B
507,834.563065,B
507,834.579271,B
507,834.595097,B
507,834.610880,B
507,834.627023,B
507,834.642707,B
507,834.659256,B
507,834.674950,B
507,834.691241,B
507,834.706858,B
507,834.722786,B
507,834.739018,B
507,834.754706,B
507,834.770625,B
507,834.786702,B
507,834.802785,B
507,834.818570,B
507,834.834736,B
507,834.850725,B
507,834.866920,B
507,834.882639,B
507,834.899028,B
507,834.914777,B
507,834.931002,B
507,834.946829,B
507,834.963228,B
507,834.978807,B
507,834.995028,B
507,835.011002,B
507,835.027163,B
507,835.042741,B
507,835.059147,B
507,835.074966,B
507,835.091082,B
507,835.106730,B
