A,135.911482343
A,135.927031013
A,185.346225052
A,185.362064724
A,196.233923739
A,196.249834953
A,217.137352216
A,217.155318555
A,274.044121176
A,374.338953028
A,414.583173519
A,424.379313218
A,446.520970086
A,475.663947632
A,495.01787608
A,573.080439944
A,594.277930809
A,642.031590593
A,661.083517499
A,680.117334376
A,786.72578852
A,816.281113414
A,825.855441566
A,863.959801612
A,995.950277946
A,995.965437204
A,1084.53310915
A,1084.54999842
A,1105.81572255
A,1105.83038644
A,1127.73386563
A,1127.74884769
A,1141.97352367
A,1183.05798391
A,1193.53608074
A,1255.22243098
A,1309.40830804
A,1319.75265154
A,1339.25352983
A,1380.29693437
A,1492.72887664
A,1524.1869825
A,1564.43668101
A,1615.72886064
A,1659.04666654
A,1727.53686621
A,1737.24434426
A,1746.78809942
A,1803.98435171
A,1843.46218019
A,1871.85732342
A,1920.71735973
A,2008.03899001
A,2045.92255007
A,2083.99108158
A,2103.20096538
B,100.128985011
B,100.144868151
B,158.446923728
B,158.463109945
B,227.128014804
B,227.143746104
B,237.408889137
B,237.42362759
B,283.883065299
B,323.803179586
B,384.234244626
B,404.898330513
B,466.154567203
B,553.834528081
B,563.793488081
B,582.589389002
B,613.326503044
B,632.583485048
B,670.577609167
B,728.163344045
B,844.861209076
B,873.503203283
B,883.052112857
B,893.041053885
B,972.625453596
B,972.642223929
B,1038.58317322
B,1038.60011199
B,1049.95561016
B,1049.97052219
B,1062.59520481
B,1062.61011684
B,1203.58913966
B,1214.66826557
B,1286.01048572
B,1296.77355507
B,1329.39005855
B,1419.88385197
B,1430.6431069
B,1451.27923609
B,1513.36593468
B,1534.21253028
B,1544.38302651
B,1594.47719787
B,1638.95176737
B,1708.17973583
B,1755.93020667
B,1765.80905939
B,1814.18761914
B,1823.58993388
B,1881.32742314
B,1949.50658361
B,1961.1187924
B,1989.46042512
B,1998.86359535
B,2093.41153442
C,88.0939999004
C,88.1082221575
C,114.493207494
C,114.50931764
C,124.900326773
C,124.914569256
C,248.021361158
C,248.037256071
C,304.349710734
C,335.214337571
C,354.874908798
C,364.701872644
C,514.612517603
C,524.280976969
C,533.598372624
C,543.154746513
C,603.979114286
C,651.942807895
C,708.728424138
C,738.649024737
C,749.966848442
C,758.898589215
C,768.341911948
C,777.486368953
C,1007.9750792
C,1007.99002172
C,1028.14386595
C,1028.16151894
C,1072.41098592
C,1072.42793979
C,1116.68878994
C,1116.70348251
C,1152.22243913
C,1224.21204578
C,1244.92858141
C,1275.70110197
C,1359.79721103
C,1400.41204971
C,1440.40958857
C,1461.58884624
C,1482.97638237
C,1502.54394926
C,1553.80555831
C,1584.79013824
C,1688.97922085
C,1699.18240768
C,1718.37830226
C,1785.72992141
C,1853.00797689
C,1862.6958407
C,1901.20464124
C,1930.22091258
C,1980.07874465
C,2017.42751053
C,2036.49017009
C,2055.37434626
D,147.035362145
D,147.051405578
D,173.134181686
D,173.149877366
D,206.044999011
D,206.060803666
D,258.280367495
D,258.295932164
D,294.327506758
D,313.842279473
D,344.709012149
D,394.654309859
D,436.450589928
D,456.24119516
D,485.253273845
D,504.72028756
D,622.851186421
D,689.644598129
D,699.3293548
D,718.332909912
D,796.318069125
D,806.082560876
D,835.38175081
D,854.274665491
D,962.138267483
D,962.156160166
D,985.464849315
D,985.480934405
D,1017.88457253
D,1017.90065853
D,1095.48641574
D,1095.50143856
D,1162.32584165
D,1173.00376219
D,1234.50808058
D,1265.41860177
D,1349.51779533
D,1370.11291743
D,1390.25347761
D,1409.92477001
D,1472.58789505
D,1574.61970873
D,1605.31837733
D,1625.44554328
D,1649.1531294
D,1669.24612861
D,1679.44352981
D,1776.00739821
D,1833.787774
D,1891.52427042
D,1911.1370594
D,1939.96114915
D,1970.59535846
D,2026.98918675
D,2064.69634784
D,2074.21102154
