A,74.0432225887
A,74.0595550532
A,84.1098203079
A,84.1258602588
A,125.891775989
A,125.907828619
A,203.237743859
A,203.255239737
A,229.038813753
A,248.874015974
A,329.132862172
A,350.585928977
A,412.471020924
A,432.484280335
A,461.50641598
A,530.068057269
B,49.7399378627
B,49.7574467212
B,62.7514578892
B,62.76886713
B,104.264669303
B,104.281332317
B,192.864304159
B,192.880834349
B,218.441340298
B,238.885761197
B,269.561892144
B,339.507161905
B,402.372093353
B,442.568391139
B,451.901042242
B,499.898950271
C,38.3158495303
C,38.3314747095
C,94.4537173382
C,94.4695734493
C,159.65224354
C,159.669617764
C,179.868599792
C,179.884433867
C,298.36576884
C,308.36991716
C,319.671207722
C,371.396997162
C,422.683508087
C,481.23391341
C,490.741753319
C,520.011412258
C,541.756567067
D,114.54462116
D,114.560399086
D,136.65054672
D,136.666521466
D,148.686965121
D,148.70317412
D,169.270966346
D,169.287055502
D,258.447357808
D,278.942392019
D,288.676731672
D,360.27087035
D,383.40333375
D,393.006674081
D,470.955794517
D,509.648886124
